2025-12-28 16:22:39,083 - INFO - Generated 319 seeds from boofuzz
2025-12-28 16:23:57,562 - WARNING - [86] CRASH: RMD | Payload: b'RMD LPT1?\r\n'... | Error: 
2025-12-28 16:23:59,073 - WARNING - [90] CRASH: RETR | Payload: b'RETR {{$(ls)}}\r\n'... | Error: 
2025-12-28 16:24:00,585 - WARNING - [92] CRASH: RETR | Payload: b'RETR \xef\xbf\xbf4294967295\r\n'... | Error: 
2025-12-28 16:24:02,095 - WARNING - [93] CRASH: PORT | Payload: b'PORT 127,0,0,1,0,21<INCLUDE>\r\n'... | Error: 
2025-12-28 16:24:03,608 - WARNING - [94] CRASH: RETR | Payload: b'RETR /dev/null\r\n'... | Error: 
2025-12-28 16:24:05,119 - WARNING - [96] CRASH: CWD | Payload: b'CWD /etc\r\n'... | Error: 
2025-12-28 16:24:06,632 - WARNING - [100] CRASH: MKD | Payload: b'MKD a` ls `\r\n'... | Error: 
2025-12-28 16:24:08,142 - WARNING - [101] CRASH: RETR | Payload: b'RETR \xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3'... | Error: 
2025-12-28 16:24:09,655 - WARNING - [102] CRASH: RMD | Payload: b'RMD PRN\r\n'... | Error: 
2025-12-28 16:24:11,165 - WARNING - [131] CRASH: USER | Payload: b'USER AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'... | Error: [Errno 104] Connection reset by peer
2025-12-28 16:24:12,674 - WARNING - [132] CRASH: CWD | Payload: b'CWD \xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\r\n'... | Error: 
2025-12-28 16:24:14,186 - WARNING - [133] CRASH: MLSD | Payload: b'MLSD AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA'... | Error: 
2025-12-28 16:24:15,697 - WARNING - [134] CRASH: MKD | Payload: b'MKD %s%s%s%s%s%s%s%s%s%s\r\n'... | Error: 
2025-12-28 16:24:17,209 - WARNING - [136] CRASH: RETR | Payload: b'RETR ${\r\n'... | Error: 
2025-12-28 16:24:18,722 - WARNING - [137] CRASH: RMD | Payload: b"RMD PRN'''''\r\n"... | Error: 
2025-12-28 16:24:20,234 - WARNING - [138] CRASH: MKD | Payload: b'MKD PRN\\\r\n'... | Error: 
2025-12-28 16:24:21,747 - WARNING - [139] CRASH: DELE | Payload: b'DELE ..%2f\r\n'... | Error: 
2025-12-28 16:24:23,259 - WARNING - [140] CRASH: STOR | Payload: b'STOR upload.txt\r\n'... | Error: 
2025-12-28 16:24:24,773 - WARNING - [141] CRASH: CWD | Payload: b'CWD ../{{config}}${env}\r\n'... | Error: 
2025-12-28 16:24:26,284 - WARNING - [143] CRASH: USER | Payload: b'USER ../\r\n'... | Error: 
2025-12-28 16:24:27,797 - WARNING - [147] CRASH: PASS | Payload: b'PASS 655351=1\r\n'... | Error: 
2025-12-28 16:24:32,316 - WARNING - [164] CRASH: USER | Payload: b'USER file"\\\r\n'... | Error: 
2025-12-28 16:24:33,829 - WARNING - [165] CRASH: STOR | Payload: b"STOR root'--\r\n"... | Error: 
2025-12-28 16:24:35,341 - WARNING - [166] CRASH: RETR | Payload: b'RETR 4294967295\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\r\n'... | Error: 
2025-12-28 16:24:36,853 - WARNING - [167] CRASH: NLST | Payload: b'NLST ${env}\r\n'... | Error: 
2025-12-28 16:24:38,366 - WARNING - [169] CRASH: RETR | Payload: b'RETR sessions.obj\r\n'... | Error: 
2025-12-28 16:24:39,898 - WARNING - [170] CRASH: RETR | Payload: b'RETR subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subdir/subd'... | Error: 
2025-12-28 16:24:41,410 - WARNING - [171] CRASH: USER | Payload: b'USER ${T(java.lang.Runtime)}& ls\r\n'... | Error: 
2025-12-28 16:24:42,923 - WARNING - [172] CRASH: USER | Payload: b"USER admin'--\\\r\n"... | Error: 
2025-12-28 16:24:44,434 - WARNING - [173] CRASH: PASS | Payload: b"PASS ' OR ''='\r\n"... | Error: 
2025-12-28 16:24:45,947 - WARNING - [174] CRASH: CWD | Payload: b'CWD sessions.obj\r\n'... | Error: 
2025-12-28 16:24:47,460 - WARNING - [175] CRASH: MKD | Payload: b'MKD a\r\n'... | Error: 
2025-12-28 16:24:48,972 - WARNING - [178] CRASH: RETR | Payload: b'RETR /tmp/file\\\r\n'... | Error: 
2025-12-28 16:24:50,485 - WARNING - [179] CRASH: STOR | Payload: b'STOR \xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\xc3\xbf\r\n'... | Error: 
2025-12-28 16:24:51,999 - WARNING - [180] CRASH: DELE | Payload: b'DELE COM1\r\n'... | Error: 
2025-12-28 16:24:53,510 - WARNING - [185] CRASH: STOR | Payload: b'STOR upload.txt\r\n'... | Error: 
2025-12-28 16:24:55,023 - WARNING - [186] CRASH: STOR | Payload: b'STOR /home/../${user}\r\n'... | Error: 
2025-12-28 16:24:59,539 - WARNING - [193] CRASH: USER | Payload: b'USER {{7*7}} \r\n'... | Error: 
2025-12-28 16:25:01,053 - WARNING - [196] CRASH: DELE | Payload: b'DELE COM1\r\n'... | Error: 
2025-12-28 16:25:02,566 - WARNING - [197] CRASH: DELE | Payload: b'DELE -2147483648\r\n'... | Error: 
2025-12-28 16:25:04,080 - WARNING - [199] CRASH: STOR | Payload: b'STOR %252e%252e%252f\r\n'... | Error: 
2025-12-28 16:25:05,595 - WARNING - [200] CRASH: MKD | Payload: b'MKD sessions.obj\r\n'... | Error: 
2025-12-28 16:25:07,114 - WARNING - [201] CRASH: RETR | Payload: b'RETR ../../../../../../../../../../../../../../../../../../../../../../../../../../../../../../../..'... | Error: 
2025-12-28 16:25:08,628 - WARNING - [202] CRASH: CWD | Payload: b'CWD ../{{config}}\\\r\n'... | Error: 
2025-12-28 16:25:10,143 - WARNING - [203] CRASH: RETR | Payload: b'RETR ../{{config}}\r\n'... | Error: 
2025-12-28 16:25:11,659 - WARNING - [205] CRASH: CWD | Payload: b'CWD %2e%2e%2f\r\n'... | Error: 
2025-12-28 16:25:13,172 - WARNING - [207] CRASH: LIST | Payload: b'LIST ${dir}\r\n'... | Error: 
2025-12-28 16:25:14,686 - WARNING - [213] CRASH: USER | Payload: b'USER <\r\n'... | Error: 
2025-12-28 16:25:16,202 - WARNING - [214] CRASH: RETR | Payload: b'RETR :\r\n'... | Error: 
2025-12-28 16:25:17,717 - WARNING - [216] CRASH: MKD | Payload: b"MKD ..%2f' OR ''='\r\n"... | Error: 
2025-12-28 16:25:19,234 - WARNING - [218] CRASH: CWD | Payload: b'CWD aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa'... | Error: 
2025-12-28 16:25:20,748 - WARNING - [219] CRASH: MKD | Payload: b"MKD root'--\r\n"... | Error: 
2025-12-28 16:25:25,271 - WARNING - [232] CRASH: PASS | Payload: b'PASS users.xml\r\n'... | Error: 
2025-12-28 16:25:26,784 - WARNING - [233] CRASH: CWD | Payload: b'CWD :\r\n'... | Error: 
